ICAO,TIPO,NOME,MUNICIPIO,UF,LATD,LONGT,DIST,APROXIMCAO,SUPERFICIE,COMPRIMENTO,LARGURA,ORIENTACAO
SIXX,Privado,Retiro Santo Antônio da Fazenda Triunfo,Corumbá,MS,-17.8925,-56.9975,9.572267886974329,VFR Diurna,Grama,600,25,150.0
SJWX,Privado,Rio Alegre,Euclides da Cunha Paulista,SP,-22.572777777777777,-52.51555555555556,10.279458195959021,VFR Diurna,Asfalto,1100,41,90.0
SWTQ,Privado,Rio Quente Resorts,Rio Quente,GO,-17.76888888888889,-48.76166666666666,4.768896169871215,VFR Diurna/Noturna,Asfalto,1100,18,60.0
SWQP,Privado,Rio Vermelho Açúcar e Álcool,Junqueirópolis,SP,-21.31527777777778,-51.37,8.712281246700256,VFR Diurna,Terra,1000,18,160.0
SWBS,Privado,Rolim de Moura,Rolim de Moura,RO,-11.655000000000001,-61.775555555555556,13.07491874960001,VFR Diurna,Cascalho,1600,30,180.0
SIDS,Privado,Romaer Aviação Agrícola,Aral Moreira,MS,-22.93138888888889,-55.58861111111111,12.046822931665991,VFR Diurna,Cascalho,800,18,80.0
SSGO,Privado,Rosada,São Gabriel do Oeste,MS,-19.429166666666667,-54.58777777777778,8.670681766699936,VFR Diurna/Noturna,Cascalho,1195,23,160.0
SIBX,Privado,Rosana Camargo,Buritama,SP,-21.09111111111111,-50.24333333333333,8.224158931067466,VFR Diurna,Terra,1050,22,10.0
SIGF,Privado,Rumenos Sarkis Simão,Padre Bernardo,GO,-15.139722222222222,-48.24333333333333,2.2035854796329972,VFR Diurna,Terra,800,18,50.0
SNJF,Privado,Rural Verde,Sítio do Mato,BA,-12.647499999999999,-43.51861111111111,5.263206390817834,VFR Diurna,Asfalto,1200,23,130.0
SSFC,Privado,Safra,Dom Pedrito,RS,-31.022499999999997,-54.62166666666667,18.948680931077437,VFR Diurna,Grama,1000,18,20.0
SDDK,Privado,Saint-Exupéry,Ocauçu,SP,-22.481388888888887,-49.98583333333333,9.559026412600296,VFR Diurna,Grama,800,20,70.0
SNGY,Privado,Salles,Castanhal,PA,-1.258888888888889,-47.95333333333333,11.769478942073063,VFR Diurna/Noturna,Asfalto,1120,18,110.0
SDSD,Privado,Samã I,Pacaraima,RR,4.411944444444445,-60.95166666666667,21.250148519815042,VFR Diurna,Terra,600,15,120.0
SSQI,Privado,Santa Anastácia I,Sorriso,MT,-12.509166666666667,-55.68222222222222,6.929627220168036,VFR Diurna,Cascalho,840,20,100.0
SDSV,Privado,Santa Cândida,Guariba,SP,-21.33361111111111,-48.17111111111111,8.355102755350718,VFR Diurna,Terra,800,20,150.0
SJTM,Privado,Santa Cecília,Mirandopólis,SP,-20.881944444444446,-50.984722222222224,8.187187719046975,VFR Diurna,Grama,930,20,40.0
SWGO,Privado,Santa Cecília,Goianésia,GO,-15.343055555555557,-49.13583333333333,2.371443308240265,VFR Diurna,Asfalto,1302,23,60.0
SDSP,Privado,Santa Inês,Amajari,RR,4.136388888888889,-61.34027777777778,21.252475327870123,VFR Diurna,Terra,620,20,170.0
SJMO,Privado,Santa Isabel,Pacaraima,RR,4.47,-60.862500000000004,21.24686932820927,VFR Diurna,Terra,600,25,120.0
SWIY,Privado,Santa Isabel do Morro,Lagoa da Confusão,TO,-11.573333333333332,-50.66833333333333,2.374667813026108,VFR Diurna,Asfalto,1540,30,120.0
SJMP,Privado,Santa Liberdade,Uiramutã,RR,4.2875,-60.25694444444444,20.755903953327426,VFR Diurna,Terra,650,20,90.0
SJGR,Privado,Santa Maria,Flores de Goiás,GO,-14.803333333333335,-46.65694444444444,2.777951564008152,VFR Diurna,Cascalho,1190,30,10.0
SSNE,Privado,Santa Maria,Barão de Melgaço,MT,-17.13,-56.393055555555556,8.669940945766953,VFR Diurna,Cascalho,800,18,150.0
SSND,Privado,Santa Maria,São Félix do Araguaia,MT,-11.164722222222222,-52.82416666666667,4.450226048496419,VFR Diurna,Cascalho,1400,20,10.0
SJMQ,Privado,Santa Maria de Normandia,Normandia,RR,4.170277777777778,-60.13777777777778,20.592348350078666,VFR Diurna,Terra,650,25,80.0
SIIU,Privado,Santa Marta,Campo Florido,MG,-19.641944444444444,-48.71194444444445,6.6421981640581365,VFR Diurna,Cascalho,800,18,150.0
SSZO,Privado,Santa Marta I,Santa Maria das Barreiras,PA,-8.54138888888889,-50.651666666666664,4.839409311534609,VFR Diurna,Cascalho,1000,30,100.0
SWMN,Privado,Santa Mônica,Natividade,TO,-12.065555555555557,-47.721944444444446,1.404139190851089,VFR Diurna,Cascalho,1190,30,120.0
SDUC,Privado,Santa Rita,Uiramutã,RR,4.430000000000001,-60.18138888888889,20.83325937949837,VFR Diurna,Terra,610,20,80.0
SDUG,Privado,Santa Rosa,Pacaraima,RR,4.244722222222222,-61.1575,21.2327718579465,VFR Diurna,Grama,392,15,160.0
SSRA,Privado,Santa Rosa do Purus,Santa Rosa do Purus,AC,-9.446388888888889,-70.48277777777778,22.001656091216702,VFR Diurna,Grama,1100,23,170.0
SISX,Privado,Santa Terezinha,Aquidauana,MS,-19.377222222222223,-56.05611111111111,9.682787738820966,VFR Diurna,Grama,400,20,70.0
SJAF,Privado,Santo Antônio das Furnas,Santo Antônio do Leverger,MT,-16.981666666666666,-54.955000000000005,7.355806852034959,VFR Diurna,Cascalho,770,18,30.0
SWLV,Privado,Santo Antônio de Leverger,Santo Antônio do Leverger,MT,-15.8525,-56.088055555555556,7.854342325376294,VFR Diurna,Asfalto,1200,18,10.0
SDVF,Privado,Santo Antônio do Pão,Uiramutã,RR,4.589722222222222,-60.18138888888889,20.967072380959507,VFR Diurna,Terra,688,20,120.0
SWAZ,Privado,Santo Atanázio,São Gabriel da Cachoeira,AM,0.39972222222222226,-69.30055555555555,24.51644890787548,VFR Diurna,Piçarra,900,30,170.0
SIOC,Privado,Santo Expedito,Nova Independência,SP,-21.143055555555556,-51.54388888888889,8.602546910582086,VFR Diurna,Grama,1100,20,140.0
SSJX,Privado,São Bento,Corumbá,MS,-19.47861111111111,-57.01444444444444,10.485383451574059,VFR Diurna,Grama,900,18,160.0
SIIJ,Privado,São Geraldo,Bonito,MS,-21.253888888888888,-56.56944444444445,11.35596827364795,VFR Diurna,Grama,830,30,170.0
SWUJ,Privado,São Gotardo,São Gotardo,MG,-19.3475,-46.10416666666667,6.884578680726301,VFR Diurna,Terra,1045,20,170.0
SIJL,Privado,São João da Barra,São João da Barra,RJ,-21.649722222222223,-41.04722222222222,11.595645351878582,VFR Diurna,Saibro,550,12,100.0
SWSQ,Privado,São Joaquim,SÃO GABRIEL DA CACHOEIRA,AM,1.7330555555555556,-69.38388888888889,25.337626982938698,VFR Diurna,Asfalto,1200,30,100.0
SNSH,Privado,São José,Santarém,PA,-2.574444444444444,-54.73222222222223,12.01000842918671,VFR Diurna,Cascalho,1500,30,100.0
SDVP,Privado,São Luiz Cotingo,Uiramutã,RR,4.333888888888889,-60.493611111111115,20.92622186389396,VFR Diurna,Grama,635,20,70.0
SJMT,Privado,São Miguel Cachoeirinha,Pacaraima,RR,4.490277777777778,-60.99055555555556,21.33663035322698,VFR Diurna,Grama,700,25,100.0
SSMY,Privado,São Miguel do Iguaçu,São Miguel do Iguaçu,PR,-25.392777777777777,-54.26833333333333,13.557750937888889,VFR Diurna,Asfalto,1000,18,20.0
SSDK,Privado,São Pedro,Igaratinga,MG,-20.075833333333332,-44.72833333333333,8.14877210416119,VFR Diurna/Noturna,Asfalto,1300,23,110.0
SSDO,Privado,São Pedro,Porto Seguro,BA,-16.753888888888888,-39.31638888888889,10.17164907132796,VFR Diurna,Terra,650,18,130.0
SWTI,Privado,São Vicente,Nova Lacerda,MT,-14.519444444444446,-59.78,11.114351596910772,VFR Diurna,Asfalto,1200,18,150.0
SDWF,Privado,SAPAN,Pacaraima,RR,4.574166666666667,-60.73972222222222,21.26324491005402,VFR Diurna,Terra,614,12,180.0
SJEK,Privado,Satélite Aviação Agrícola Ltda,Canarana,MT,-13.540833333333333,-52.20861111111111,3.4808830873646435,VFR Diurna,Cascalho,1000,20,30.0
SDWO,Privado,SAUBA,Amajari,RR,3.863888888888889,-62.57972222222222,21.796769859585346,VFR Diurna,Grama,450,15,150.0
SJMU,Privado,Sauparú,Uiramutã,RR,4.989722222222222,-60.43555555555555,21.440972273954113,VFR Diurna,Terra,600,20,180.0
SIBN,Privado,Savana,Jaru,RO,-10.44138888888889,-62.507222222222225,13.973466470443807,VFR Diurna,Terra,700,18,50.0
SDXA,Privado,SAWI,Normandia,RR,4.211944444444445,-60.004444444444445,20.553923555709517,VFR Diurna,Terra,527,13,50.0
SIPO,Privado,Sebastião José Pereira,Condeúba,BA,-14.924166666666666,-41.95666666666667,7.079825454926287,VFR Diurna,Cascalho,1100,30,130.0
SWJH,Privado,Sementes Beé,Tapejara,RS,-28.052500000000002,-51.968333333333334,15.388537694047187,VFR Diurna/Noturna,Grama,900,18,180.0
SSEG,Privado,Sementes Guerra,Renascença,PR,-26.290000000000003,-52.93722222222222,13.928023587335812,VFR Diurna,Terra,890,17,170.0
SWAP,Privado,Sementes Petrovina,Pedra Preta,MT,-16.84861111111111,-54.06444444444444,6.545452578689763,VFR Diurna,Cascalho,1050,20,50.0
SSWU,Privado,SEMENTES UMBU,São Luiz Gonzaga,RS,-28.384999999999998,-54.74333333333333,16.503906692389865,VFR Diurna,Grama,500,18,100.0
SJSE,Privado,Serabi,Itaituba,PA,-6.3180555555555555,-55.79416666666666,9.694704684504472,VFR Diurna,Piçarra,700,18,50.0
SJKK,Privado,Sérgio Bonifácio,Ivaiporã,PR,-24.26361111111111,-51.64416666666666,11.62453307837022,VFR Diurna,Grama,900,18,100.0
SISM,Privado,Sérgio Miranda,Macapá,AP,0.04027777777777777,-51.14944444444444,13.25558751567815,VFR Diurna,Piçarra,580,18,80.0
SDZS,Privado,Serra Branca Agrícola,Uruçuí,PI,-8.011944444444444,-44.721111111111114,6.424499938507008,VFR Diurna,Terra,1200,30,100.0
SJRC,Privado,Serra da Borda,Vila Bela da Santíssima Trindade,MT,-14.831944444444444,-59.68472222222222,11.06739272077224,VFR Diurna,Cascalho,1200,18,160.0
SNFV,Privado,Serra da Pintura,Santa Fé de Goiás,GO,-15.567499999999999,-51.21083333333333,3.5425589072182118,VFR Diurna,Terra,1000,20,110.0
SNLG,Privado,Serra do Cipó,Jaboticatubas,MG,-19.398611111111112,-43.74638888888889,8.13504104150149,VFR Diurna,Asfalto,1260,20,70.0
SJMV,Privado,Serra do Sol,Uiramutã,RR,4.9425,-60.47527777777778,21.423044463963056,VFR Diurna,Terra,1200,30,120.0
SIPK,Privado,SESC Pantanal,Poconé,MT,-16.496944444444445,-56.42166666666667,8.412884358251253,VFR Diurna/Noturna,Asfalto,1500,23,20.0
SSEA,Privado,Sesc Serra Azul,Rosário do Oeste,MT,-14.476666666666667,-55.712500000000006,7.097806047959079,VFR Diurna,Cascalho,1200,20,80.0
SDCM,Privado,Sete Povos,São Desidério,BA,-12.863333333333333,-46.1625,2.6110790925932874,VFR Diurna,Terra,1300,20,90.0
SJBX,Privado,Severino Lopes,São José de Mipibu,RN,-6.018888888888889,-35.24111111111111,15.223887378510799,VFR Diurna/Noturna,Asfalto,1125,23,120.0
SSXS,Privado,Sidel,Araci,BA,-11.155000000000001,-39.06861111111112,9.875270698743236,VFR Diurna,Asfalto,900,20,160.0
SSTQ,Privado,Silvestre,Pedra Branca do Amapari,AP,0.8497222222222223,-51.907222222222224,14.20059748406105,VFR Diurna,Terra,1020,20,50.0
SWWT,Privado,Sílvio Gonçalves de Mello,Morada Nova de Minas,MG,-18.705555555555556,-45.33555555555556,6.659487430689105,VFR Diurna,Terra,800,25,160.0
SIBO,Privado,Simão Sarkis Simão,Três Marias,MG,-18.309722222222224,-45.29333333333333,6.346681116006355,VFR Diurna,Asfalto,800,18,170.0
SJOJ,Privado,Simasa,Açailândia,MA,-4.8691666666666675,-47.38916666666667,8.247251141373644,VFR Diurna,Asfalto,1190,23,60.0
SIAI,Privado,Sitio Aeroportuário Esteirinha,Goioerê,PR,-24.209166666666665,-53.18138888888889,12.045985608912348,VFR Diurna,Grama,1044,15,90.0
SDXY,Privado,Sitio Cajuapara,Itinga do Maranhão,MA,-4.564722222222222,-47.54472222222222,8.523802955312123,VFR Diurna,Cascalho,1360,15,170.0
SIAW,Privado,Sítio Gurupi,Ulianópolis,PA,-3.7391666666666667,-47.51638888888889,9.345296937266308,VFR Diurna,Piçarra,750,18,120.0
SSEW,Privado,Sítio Limoeiro,Pardinho,SP,-23.145555555555553,-48.30972222222222,10.155990998596849,VFR Diurna,Grama,800,18,160.0
SDRY,Privado,Sítio Ouro Preto,Vassouras,RJ,-22.25111111111111,-43.39972222222222,10.696865905517248,VFR Diurna,Grama,395,18,80.0
SSAY,Privado,Sítio Pouso do Aviador,Campo Grande,MS,-20.491111111111113,-54.473055555555554,9.414966189464804,VFR Diurna,Asfalto,1000,20,50.0
SWJZ,Privado,Sítio Primavera,Itaituba,PA,-6.4225,-55.446666666666665,9.37237344687981,VFR Diurna,Cascalho,1200,18,110.0
SSSP,Privado,Sítio Primavera,Bom Jesus do Sul,PR,-26.181944444444447,-53.64,14.052777637763283,VFR Diurna,Cascalho,910,18,20.0
SDSE,Privado,Sítio Santa Helena,Gabriel Monteiro,SP,-21.473333333333333,-50.61555555555556,8.671992451935123,VFR Diurna,Grama,665,25,170.0
SJGJ,Privado,Sítio São Jorge,Itapeva,SP,-23.942777777777778,-48.94361111111111,10.944154892531829,VFR Diurna,Terra,523,18,80.0
SDZZ,Privado,Sítio São José,Nova Europa,SP,-21.797777777777778,-48.54388888888889,8.800682931553006,VFR Diurna,Grama,700,32,10.0
SNYY,Privado,Sítio São Luiz,Boa Esperança,PR,-24.2625,-52.79222222222222,11.959188009849926,VFR Diurna,Grama,700,20,150.0
SSKX,Privado,SKYJU,Estância,SE,-11.421944444444444,-37.32361111111111,11.554656114835215,VFR Diurna,Terra,500,18,130.0
SJMW,Privado,Socó,Uiramutã,RR,4.47,-60.176944444444445,20.864306400133263,VFR Diurna,Terra,600,25,90.0
SSXH,Privado,Sócrates Mariani Bittencourt,Brumado,BA,-14.258333333333333,-41.82083333333334,7.062175312103831,VFR Diurna,Asfalto,1740,30,120.0
SWSL,Privado,SOLAG - Sol e Lua Aviação Agrícola,Lucas do Rio Verde,MT,-13.323333333333332,-56.04888888888889,7.2860666961835125,VFR Diurna,Cascalho,1300,23,40.0
SNPV,Privado,Solidão,Mostardas,RS,-30.691944444444445,-50.556666666666665,17.78193116630155,VFR Diurna,Grama,500,23,160.0
SWSP,Privado,Sopave Norte,Nova Ubiratã,MT,-13.725277777777778,-54.73833333333334,6.01224006778805,VFR Diurna,Cascalho,1100,20,10.0
SDPZ,Privado,Sossego,Ribas do Rio Pardo,MS,-21.24138888888889,-53.3525,9.429729427078021,VFR Diurna,Terra,800,20,170.0
SSTS,Privado,Soteco,Cáceres,MT,-16.110833333333336,-58.440555555555555,10.158588916816358,VFR Diurna,Cascalho,700,20,20.0
SSTD,Privado,Stracci,São Desidério,BA,-12.680833333333332,-46.265277777777776,2.524975400197983,VFR Diurna,Terra,1125,20,170.0
SSAZ,Privado,Stratus Ale,Natal,RN,-5.7380555555555555,-35.218611111111116,15.374523665209882,VFR Diurna,Grama,400,18,170.0
SJMX,Privado,Suapí,Pacaraima,RR,4.575277777777777,-60.858333333333334,21.33115542449183,VFR Diurna,Terra,600,20,100.0
SIOG,Privado,Suinobras,Diamantino,MT,-14.507222222222222,-56.30277777777778,7.68208694799422,VFR Diurna,Cascalho,800,18,80.0
SWSM,Privado,Sulina Sementes,Diamantino,MT,-13.89861111111111,-57.41444444444444,8.691025352747435,VFR Diurna,Cascalho,1100,20,40.0
SSET,Privado,Sunset,Imbituba,SC,-28.179444444444446,-48.69611111111111,15.17962427762547,VFR Diurna,Grama,675,18,60.0
SIFF,Privado,Sunset Airfield,São Francisco de Paula,RS,-29.323888888888888,-50.73972222222222,16.442297713200126,VFR Diurna,Grama,300,30,140.0
SWUQ,Privado,Surucucu,Alto Alegre,RR,2.835277777777778,-63.646388888888886,21.727010118118862,VFR Diurna,Asfalto,1080,30,120.0
SJFU,Privado,Tabuleiro,Bananeiras,PB,-6.694166666666667,-35.63027777777778,14.574492584818806,VFR Diurna,Piçarra,900,20,40.0
SJTO,Privado,Tabuleiro III,São Desidério,BA,-13.175277777777778,-45.69916666666666,3.07583153968059,VFR Diurna,Cascalho,1500,23,80.0
SILY,Privado,Tabuleiro V,Correntina,BA,-13.244444444444444,-45.375,3.4037887840492944,VFR Diurna,Cascalho,1201,20,180.0
SSKN,Privado,Takeo Noguchi,Araraquara,SP,-21.732777777777777,-48.22166666666667,8.749975837709142,VFR Diurna,Terra,400,20,30.0
SINJ,Privado,Tamanduá Bandeira - MC,Ribas do Rio Pardo,MS,-20.472777777777775,-53.69277777777778,8.948527742898941,VFR Diurna,Asfalto,1350,23,20.0
SNWQ,Privado,Tambori,Teresina,PI,-5.1625000000000005,-42.72138888888889,9.900106192534341,VFR Diurna,Piçarra,700,18,150.0
SJTP,Privado,Tapurah,Tapurah,MT,-12.723055555555556,-56.50222222222222,7.737180282191682,VFR Diurna,Cascalho,1100,20,170.0
SWTR,Privado,Taraquá,São Gabriel da Cachoeira,AM,0.12472222222222222,-68.54555555555555,23.734593549107974,VFR Diurna,Terra,1000,30,20.0
SDTA,Privado,Tasi,Sinop,MT,-11.783055555555556,-55.54,6.878506653399715,VFR Diurna,Asfalto,1200,20,70.0
SWRP,Privado,Teles Pires Lodge,Apiacás,MT,-8.863055555555555,-57.42055555555555,9.588869628698303,VFR Diurna,Cascalho,1000,18,10.0
SIWV,Privado,Ten. Brig. Ar Waldir de Vasconcelos,Rio de Janeiro,RJ,-22.983611111111113,-43.37694444444445,11.347137922983483,VFR Diurna,Grama,402,18,30.0
SDRV,Privado,Tenoar,Chapadão do Sul,MS,-18.748333333333335,-52.68666666666666,6.955833083742654,VFR Diurna,Cascalho,1000,20,30.0
SWFV,Privado,Terramare,Guapé,MG,-20.722499999999997,-45.864444444444445,8.251015654840302,VFR Diurna,Asfalto,600,18,150.0
SBTV,Privado,Terravista,Porto Seguro,BA,-16.54138888888889,-39.10805555555556,10.290510468867739,VFR Diurna/Noturna,Asfalto,1500,30,150.0
SWTX,Privado,Tertuliano Guedes de Pinho,Itabuna,BA,-14.81,-39.29,9.651243443204615,VFR Diurna,Concreto,1000,30,80.0
SDXK,Privado,TICOÇA,Uiramutã,RR,4.413333333333334,-60.11666666666667,20.783912582144445,VFR Diurna,Terra,450,15,110.0
SIHY,Privado,Tom Aviação Agrícola Ltda.,Itápolis,SP,-21.62361111111111,-48.79416666666666,8.623644973180237,VFR Diurna,Terra,700,20,70.0
SJFR,Privado,Trancoso Rio Frade,Porto Seguro,BA,-16.585555555555555,-39.23583333333333,10.186095555695182,VFR Diurna/Noturna,Terra,1300,30,90.0
SNXV,Privado,Tranquilo Testolin,Felixlândia,MG,-18.762777777777778,-45.11333333333334,6.825014199777206,VFR Diurna,Asfalto,1500,30,90.0
SDWL,Privado,Três Marias,Itupeva,SP,-23.189722222222223,-47.071111111111115,10.330375715473252,VFR Diurna,Asfalto,410,18,60.0
SNAO,Privado,Trimonte,Casimiro de Abreu,RJ,-22.5125,-42.051111111111105,11.646077629452531,VFR Diurna,Asfalto,799,18,80.0
SDYT,Privado,Tucuxim,Amajari,RR,3.763888888888889,-63.98694444444445,22.64030408153391,VFR Diurna,Terra,500,19,150.0
SWAE,Privado,Uaicas,Alto Alegre,RR,3.545,-63.18222222222222,21.941950104371216,VFR Diurna,Grama,800,30,20.0
SWUK,Privado,Uapui-Cachoeira,São Gabriel da Cachoeira,AM,1.2163888888888887,-69.20055555555555,24.890024374209947,VFR Diurna,Piçarra,900,30,180.0
SJNB,Privado,Ubarú,Pacaraima,RR,4.501666666666667,-60.80222222222222,21.238707769448904,VFR Diurna,Terra,600,20,100.0
SSUL,Privado,Ultraleve Clube de Curitiba,São José dos Pinhais,PR,-25.477777777777778,-49.15472222222222,12.483707360390843,VFR Diurna,Asfalto,535,18,30.0
SSBZ,Privado,Umberto Modiano,Armação de Búzios,RJ,-22.766111111111112,-41.96555555555556,11.902831193968044,"VFR Diurna, IFR Diurna/Noturna",Asfalto,1300,30,70.0
SSUS,Privado,Uniggel Sementes - Fazenda Santa Maria,Costa Rica,MS,-18.413055555555555,-52.89555555555555,6.805981126149714,VFR Diurna,Cascalho,1000,20,80.0
SJNC,Privado,Uraricoera,Alto Alegre,RR,3.1461111111111113,-62.23027777777778,21.02084636419961,VFR Diurna,Grama,600,30,70.0
SBUY,Privado,Urucu,Coari,AM,-4.883055555555556,-65.35583333333332,18.465499031309935,"VFR Diurna/Noturna, IFR Diurna/Noturna",Asfalto,1320,30,90.0
SWAS,Privado,Usina Açucareira Santo Antônio,Sertãozinho,SP,-21.121944444444445,-47.952222222222225,8.163010599801348,VFR Diurna,Terra,600,18,110.0
SWYO,Privado,Usina Branco Peres,Adamantina,SP,-21.48222222222222,-51.025277777777774,8.776922677231394,VFR Diurna,Terra,950,25,30.0
SDUU,Privado,Usina Califórnia,Parapuã,SP,-21.91111111111111,-50.86805555555556,9.154765881701477,VFR Diurna,Terra,900,30,130.0
SDDV,Privado,Usina Catanduva,Palmares Paulista,SP,-21.129444444444445,-48.846111111111114,8.129800727972563,VFR Diurna,Terra,760,18,70.0
SSTR,Privado,Usina CEM,Morrinhos,GO,-17.93638888888889,-49.24138888888889,4.9588449004696225,VFR Diurna,Terra,13995,30,30.0
SWYS,Privado,Usina Cerradão,Frutal,MG,-19.93,-49.12277777777778,6.938973422668069,VFR Diurna,Terra,1100,30,50.0
SNFH,Privado,Usina César Filho,Chupinguaia,RO,-12.261944444444444,-61.17666666666666,12.42860023417215,VFR Diurna,Cascalho,799,18,10.0
SDGB,Privado,Usina Colorado,Guaíra,SP,-20.276944444444442,-48.18194444444444,7.300666393141834,VFR Diurna,Terra,1050,30,130.0
SNUZ,Privado,Usina Coruripe,Coruripe,AL,-10.09388888888889,-36.18666666666666,12.914556111918888,VFR Diurna,Piçarra,900,20,170.0
SSZW,Privado,Usina Coruripe - Filial Limeira do Oeste,Limeira do Oeste,MG,-19.523333333333333,-50.65555555555555,6.790375360086081,VFR Diurna,Terra,950,18,50.0
SNHJ,Privado,Usina de José Bonifácio,José Bonifácio,SP,-21.095277777777778,-49.915277777777774,8.175890378891726,VFR Diurna,Asfalto,820,23,120.0
SNUS,Privado,Usina Delta I,Delta,MG,-19.940833333333334,-47.77833333333333,7.0113172898456755,VFR Diurna,Cascalho,650,20,30.0
SSVO,Privado,Usina de Monções,Monções,SP,-20.869444444444444,-50.12972222222222,7.986050362087785,VFR Diurna,Asfalto,1000,23,150.0
SNUP,Privado,Usina Porto Rico,Campo Alegre,AL,-9.802777777777779,-36.222500000000004,12.948435665680684,VFR Diurna,Cascalho,800,30,130.0
SDUD,Privado,Usina Santa Adélia,Jaboticabal,SP,-21.33222222222222,-48.31638888888889,8.344560515726233,VFR Diurna,Asfalto,1000,18,70.0
SJXC,Privado,Usina Santa Cruz,Santa Cruz Cabrália,BA,-16.18305555555556,-39.35805555555556,9.935619804272994,VFR Diurna,Asfalto,1400,30,30.0
SDGF,Privado,Usina Santa Luzia,Nova Alvorada do Sul,MS,-21.552500000000002,-54.23361111111111,10.148709406789456,VFR Diurna/Noturna,Asfalto,1500,23,50.0
SDUL,Privado,Usina Santa Lydia,Ribeirão Preto,SP,-21.201666666666664,-47.92055555555555,8.245537700799664,VFR Diurna,Grama,700,20,170.0
SDSQ,Privado,Usina Santa Rita,Santa Rita do Passa Quatro,SP,-21.724444444444444,-47.657222222222224,8.795123947217206,VFR Diurna,Terra,800,30,30.0
SNZL,Privado,Usina São Luiz,Ourinhos,SP,-22.947222222222223,-49.763888888888886,9.996751725522065,VFR Diurna,Saibro,900,23,90.0
SDTY,Privado,Usina São Martinho,Pradópolis,SP,-21.39,-48.11388888888889,8.415615354216438,VFR Diurna/Noturna,Asfalto,1600,30,130.0
SSYO,Privado,Usina São Simão,São Simão,GO,-18.98888888888889,-50.56638888888889,6.25250375158466,VFR Diurna,Asfalto,1780,45,110.0
SSUT,Privado,Usinas Itamarati,Nova Olímpia,MT,-14.77638888888889,-57.18833333333333,8.60371394199499,VFR Diurna,Asfalto,1600,18,20.0
SDUM,Privado,Usina Vale do Pontal,Limeira do Oeste,MG,-19.321944444444444,-50.790277777777774,6.636904689538992,VFR Diurna,Terra,1100,25,70.0
SNOT,Privado,Usina Vale do Tijuco,Uberaba,MG,-19.384722222222223,-48.274166666666666,6.403946326241557,VFR Diurna,Terra,1300,25,70.0
SDZC,Privado,Uxiu,Mucajaí,RR,2.7080555555555557,-62.66888888888889,20.974320529688168,VFR Diurna,Terra,420,16,10.0
SNOP,Privado,Vale da Providência,Rodolândia,MT,-10.559722222222224,-61.431666666666665,12.894679461331858,VFR Diurna,Cascalho,750,18,110.0
SDUA,Privado,Vale do Curuá,Novo Progresso,PA,-7.038333333333333,-55.3925,8.910610287429497,VFR Diurna,Cascalho,700,20,90.0
SSFH,Privado,Vale dos Dinossauros,Uberaba,MG,-19.78527777777778,-47.81166666666666,6.852619739879249,VFR Diurna,Terra,700,15,10.0
SJZB,Privado,Vale do Tucanã,Castanheira,MT,-10.683055555555555,-58.644999999999996,10.143167974486168,VFR Diurna,Cascalho,900,18,20.0
SJVL,Privado,Vale Europeu,Guaramirim,SC,-26.422777777777778,-48.87638888888889,13.423199390133634,VFR Diurna,Grama,1025,23,110.0
SSVX,Privado,Valeu Boi Leilões,Rio Maria,PA,-7.301666666666667,-50.03111111111111,5.836214870302983,VFR Diurna,Piçarra,799,18,110.0
SSAT,Privado,Vazante,Vazante,MG,-17.954722222222223,-46.861111111111114,5.309720245879832,VFR Diurna,Asfalto,1500,22,100.0
SJXS,Privado,Veracel,Belmonte,BA,-16.104444444444447,-39.36388888888889,9.905175492802234,VFR Diurna/Noturna,Asfalto,1500,30,80.0
SWAJ,Privado,Viatec Aviação Agrícola,Santa Vitória do Palmar,RS,-33.21666666666667,-53.26694444444444,20.71077305287108,VFR Diurna,Saibro,800,20,30.0
SWJP,Privado,Vila Bittencourt,Japurá,AM,-1.4038888888888887,-69.42361111111111,23.68631344954818,VFR Diurna,Concreto,1500,30,130.0
SNNV,Privado,Vila Nova,Joinville,SC,-26.30638888888889,-48.93472222222222,13.307408413092292,VFR Diurna,Grama,500,18,150.0
SJVP,Privado,Vila Pitinga,Presidente Figueiredo,AM,-0.7991666666666667,-60.08388888888889,16.639243246551246,VFR Diurna,Cascalho,1600,40,90.0
SDFT,Privado,Virgolino de Oliveira,Itapira,SP,-22.415277777777778,-46.80888888888889,9.61734955290903,VFR Diurna,Asfalto,500,23,150.0
SDVY,Privado,Vitalli,Avanhandava,SP,-21.522222222222222,-49.99583333333334,8.609932576161638,VFR Diurna,Terra,500,15,100.0
SISS,Privado,Vô Amantino,Cláudia,MT,-11.654722222222222,-55.23888888888889,6.607291105753762,VFR Diurna,Cascalho,800,18,140.0
SSTJ,Privado,Walter Ewaldo Siegel,Trombudo Central,SC,-27.34861111111111,-49.82055555555556,14.387018724989895,VFR Diurna,Terra,1000,23,120.0
SDZK,Privado,Waphuta,Alto Alegre,RR,2.9916666666666667,-63.709722222222226,21.884439742770166,VFR Diurna,Terra,350,14,130.0
SJNE,Privado,Wapum,Caracaraí,RR,1.99,-59.95722222222223,18.704385610048323,VFR Diurna,Grama,600,20,180.0
SDZN,Privado,Warogarem,Uiramutã,RR,4.806111111111111,-60.21944444444445,21.169491514622035,VFR Diurna,Terra,790,20,170.0
